zip,city,district,region
78259,Phan Thiet,District #23,Central
78260,Nha Trang,District #23,Central
78261,Dong Hoi,District #23,Central
78263,Hue,District #23,Central
78264,Phan Rang-Thap Cham,District #23,Central
78265,Da Nang,District #23,Central
78266,Tuy Hoa,District #23,Central
78268,Hoi An,District #23,Central
78269,Tam Ky,District #23,Central
78270,Da Nang,District #23,Central
78278,Tuy Hoa,District #23,Central
78279,Tam Ky,District #23,Central
78280,Dong Hoi,District #23,Central
78283,Quy Nhon,District #23,Central
78284,Da Nang,District #23,Central
78285,Quang Ngai,District #23,Central
78288,Tuy Hoa,District #23,Central
78289,Dong Hoi,District #23,Central
78291,Nha Trang,District #23,Central
78292,Tuy Hoa,District #23,Central
78293,Quang Ngai,District #23,Central
78294,Hoi An,District #23,Central
78295,Hue,District #23,Central
78296,Nha Trang,District #23,Central
78297,Da Nang,District #23,Central
78298,Tuy Hoa,District #23,Central
78299,Da Nang,District #23,Central
77001,Da Nang,District #23,Central
77002,Hue,District #23,Central
77003,Nha Trang,District #23,Central
77004,Da Nang,District #23,Central
77005,Dong Hoi,District #23,Central
77006,Hue,District #23,Central
77007,Phan Rang-Thap Cham,District #23,Central
77008,Quang Ngai,District #23,Central
77009,Hue,District #23,Central
77010,Quy Nhon,District #23,Central
77011,Hue,District #23,Central
77012,Kon Tum,District #23,Central
77013,Dong Hoi,District #23,Central
77014,Phan Rang-Thap Cham,District #23,Central
77015,Quy Nhon,District #23,Central
77016,Hue,District #23,Central
77017,Hoi An,District #23,Central
77018,Tam Ky,District #23,Central
77019,Phan Rang-Thap Cham,District #23,Central
77020,Tam Ky,District #23,Central
77021,Kon Tum,District #23,Central
77022,Quy Nhon,District #23,Central
77023,Hoi An,District #23,Central
77024,Tam Ky,District #23,Central
77025,Hue,District #23,Central
77026,Tuy Hoa,District #23,Central
77027,Hue,District #23,Central
77028,Dong Hoi,District #23,Central
77029,Quy Nhon,District #23,Central
77030,Quy Nhon,District #23,Central
77031,Dong Hoi,District #23,Central
77032,Tuy Hoa,District #23,Central
77033,Kon Tum,District #23,Central
77034,Nha Trang,District #23,Central
77035,Phan Rang-Thap Cham,District #23,Central
77036,Phan Thiet,District #23,Central
77037,Kon Tum,District #23,Central
77038,Kon Tum,District #23,Central
77039,Phan Rang-Thap Cham,District #23,Central
77040,Nha Trang,District #23,Central
77041,Tuy Hoa,District #23,Central
77042,Phan Rang-Thap Cham,District #23,Central
77043,Nha Trang,District #23,Central
77044,Phan Rang-Thap Cham,District #23,Central
77045,Tuy Hoa,District #23,Central
77046,Tam Ky,District #23,Central
77047,Phan Thiet,District #23,Central
77048,Hue,District #23,Central
77049,Tuy Hoa,District #23,Central
77050,Phan Rang-Thap Cham,District #23,Central
77051,Da Nang,District #23,Central
77052,Quy Nhon,District #23,Central
77053,Quang Ngai,District #23,Central
77054,Hoi An,District #23,Central
77055,Phan Thiet,District #23,Central
77056,Dong Hoi,District #23,Central
77057,Nha Trang,District #23,Central
77058,Tam Ky,District #23,Central
77059,Hue,District #23,Central
77060,Hue,District #23,Central
77061,Tuy Hoa,District #23,Central
77062,Kon Tum,District #23,Central
77063,Nha Trang,District #23,Central
77064,Hoi An,District #23,Central
77065,Tuy Hoa,District #23,Central
77066,Quang Ngai,District #23,Central
77067,Hue,District #23,Central
77068,Tuy Hoa,District #23,Central
77069,Hoi An,District #23,Central
77070,Hue,District #23,Central
77071,Tam Ky,District #23,Central
77072,Tuy Hoa,District #23,Central
77073,Quang Ngai,District #23,Central
77074,Dong Hoi,District #23,Central
77075,Hoi An,District #23,Central
77076,Tam Ky,District #23,Central
77077,Tuy Hoa,District #23,Central
77078,Quang Ngai,District #23,Central
77079,Hoi An,District #23,Central
77080,Kon Tum,District #23,Central
77081,Da Nang,District #23,Central
77082,Phan Thiet,District #23,Central
77083,Tuy Hoa,District #23,Central
77084,Hue,District #23,Central
77085,Nha Trang,District #23,Central
77086,Quy Nhon,District #23,Central
77087,Kon Tum,District #23,Central
77088,Quang Ngai,District #23,Central
77089,Nha Trang,District #23,Central
77090,Kon Tum,District #23,Central
77091,Hue,District #23,Central
77092,Phan Rang-Thap Cham,District #23,Central
77093,Phan Rang-Thap Cham,District #23,Central
77094,Quy Nhon,District #23,Central
77095,Da Nang,District #23,Central
77096,Phan Thiet,District #23,Central
77098,Kon Tum,District #23,Central
77099,Quy Nhon,District #23,Central
77201,Hoi An,District #23,Central
77202,Nha Trang,District #23,Central
77203,Hue,District #23,Central
77204,Dong Hoi,District #23,Central
77205,Quang Ngai,District #23,Central
77206,Quy Nhon,District #23,Central
77207,Dong Hoi,District #23,Central
77208,Dong Hoi,District #23,Central
77209,Da Nang,District #23,Central
77210,Quy Nhon,District #23,Central
77212,Phan Thiet,District #23,Central
77213,Phan Rang-Thap Cham,District #23,Central
77215,Phan Thiet,District #23,Central
77216,Kon Tum,District #23,Central
77217,Da Nang,District #23,Central
77218,Nha Trang,District #23,Central
77219,Tam Ky,District #23,Central
77220,Quang Ngai,District #23,Central
77221,Phan Rang-Thap Cham,District #23,Central
77222,Tuy Hoa,District #23,Central
77223,Tuy Hoa,District #23,Central
77224,Hue,District #23,Central
77225,Tuy Hoa,District #23,Central
77226,Phan Rang-Thap Cham,District #23,Central
77227,Phan Rang-Thap Cham,District #23,Central
77228,Quang Ngai,District #23,Central
77229,Hue,District #23,Central
77230,Hue,District #23,Central
77231,Tuy Hoa,District #23,Central
77233,Phan Thiet,District #23,Central
77234,Phan Rang-Thap Cham,District #23,Central
77235,Tam Ky,District #23,Central
77236,Dong Hoi,District #23,Central
77237,Hoi An,District #23,Central
77238,Dong Hoi,District #23,Central
77240,Hoi An,District #23,Central
77241,Phan Rang-Thap Cham,District #23,Central
77242,Phan Rang-Thap Cham,District #23,Central
77243,Da Nang,District #23,Central
77244,Kon Tum,District #23,Central
77245,Phan Rang-Thap Cham,District #23,Central
77248,Quy Nhon,District #23,Central
77249,Tam Ky,District #23,Central
77250,Da Nang,District #23,Central
77251,Kon Tum,District #23,Central
77252,Hue,District #23,Central
77253,Kon Tum,District #23,Central
77254,Dong Hoi,District #23,Central
77255,Kon Tum,District #23,Central
77256,Quy Nhon,District #23,Central
77257,Phan Thiet,District #23,Central
77258,Tam Ky,District #23,Central
77259,Quy Nhon,District #23,Central
77261,Quy Nhon,District #23,Central
77262,Kon Tum,District #23,Central
77263,Tam Ky,District #23,Central
77265,Tam Ky,District #23,Central
77266,Dong Hoi,District #23,Central
77267,Quang Ngai,District #23,Central
77268,Quang Ngai,District #23,Central
77269,Quy Nhon,District #23,Central
77270,Hue,District #23,Central
77271,Kon Tum,District #23,Central
77272,Tam Ky,District #23,Central
77273,Kon Tum,District #23,Central
77274,Tam Ky,District #23,Central
77275,Dong Hoi,District #23,Central
77277,Quang Ngai,District #23,Central
77279,Kon Tum,District #23,Central
77280,Hue,District #23,Central
77282,Quang Ngai,District #23,Central
77284,Hue,District #23,Central
77287,Phan Thiet,District #23,Central
77288,Quang Ngai,District #23,Central
77289,Kon Tum,District #23,Central
77290,Nha Trang,District #23,Central
77291,Hue,District #23,Central
77292,Dong Hoi,District #23,Central
77293,Hue,District #23,Central
77297,Quy Nhon,District #23,Central
77299,Nha Trang,District #23,Central
17,Vung Tau,District #36,West
20,Bien Hoa,District #36,West
26,Vinh Long,District #36,West
40,Buon Ma Thuot,District #36,West
58,Tra Vinh,District #36,West
93201,My Tho,District #36,West
93202,Bien Hoa,District #36,West
93208,Vinh Long,District #36,West
93210,Buon Ma Thuot,District #36,West
93212,Bac Lieu,District #36,West
93219,Tra Vinh,District #36,West
93221,Vinh Long,District #36,West
93223,Rach Gia,District #36,West
93227,Long Xuyen,District #36,West
93230,Vung Tau,District #36,West
93232,Soc Trang,District #36,West
93234,Rach Gia,District #36,West
93235,Vinh Long,District #36,West
93237,Pleiku,District #36,West
93239,Long Xuyen,District #36,West
93242,Can Tho,District #36,West
93244,Ca Mau,District #36,West
93245,Bac Lieu,District #36,West
93246,My Tho,District #36,West
93247,Vinh Long,District #36,West
93256,Can Tho,District #36,West
93257,Soc Trang,District #36,West
93258,Tra Vinh,District #36,West
93261,Tra Vinh,District #36,West
93262,Ca Mau,District #36,West
93265,Long Xuyen,District #36,West
93266,Long Xuyen,District #36,West
93267,Da Lat,District #36,West
93271,Ben Tre,District #36,West
93272,Long Xuyen,District #36,West
93274,Long Xuyen,District #36,West
93275,Pleiku,District #36,West
93277,Pleiku,District #36,West
93278,Pleiku,District #36,West
93279,Buon Ma Thuot,District #36,West
93282,Da Lat,District #36,West
93286,Vinh Long,District #36,West
93290,Vinh Long,District #36,West
93291,Tra Vinh,District #36,West
93292,Rach Gia,District #36,West
93601,Vinh Long,District #36,West
93602,Ca Mau,District #36,West
93603,Da Lat,District #36,West
93604,Can Tho,District #36,West
93605,Rach Gia,District #36,West
93606,Ca Mau,District #36,West
93607,Long Xuyen,District #36,West
93608,Can Tho,District #36,West
93609,Vung Tau,District #36,West
93610,Long Xuyen,District #36,West
93611,Da Lat,District #36,West
93612,Vinh Long,District #36,West
93613,Tra Vinh,District #36,West
93614,Bac Lieu,District #36,West
93615,Bac Lieu,District #36,West
93616,Vung Tau,District #36,West
93618,Ca Mau,District #36,West
93619,Bac Lieu,District #36,West
93620,Ben Tre,District #36,West
93621,Ben Tre,District #36,West
93622,Buon Ma Thuot,District #36,West
93623,Vinh Long,District #36,West
93624,Soc Trang,District #36,West
93625,Ca Mau,District #36,West
93626,Vung Tau,District #36,West
93627,Soc Trang,District #36,West
93628,Bac Lieu,District #36,West
93630,My Tho,District #36,West
93631,Bien Hoa,District #36,West
93633,Bac Lieu,District #36,West
93634,Long Xuyen,District #36,West
93635,Soc Trang,District #36,West
93636,Rach Gia,District #36,West
93637,Pleiku,District #36,West
93638,Da Lat,District #36,West
93639,Rach Gia,District #36,West
93640,Tra Vinh,District #36,West
93641,Buon Ma Thuot,District #36,West
93642,Bien Hoa,District #36,West
93643,Ben Tre,District #36,West
93644,Ca Mau,District #36,West
93645,Ho Chi Minh City,District #36,West
93646,Buon Ma Thuot,District #36,West
93647,Rach Gia,District #36,West
93648,Can Tho,District #36,West
93649,Long Xuyen,District #36,West
93650,Can Tho,District #36,West
93651,Bien Hoa,District #36,West
93652,Buon Ma Thuot,District #36,West
93653,Vinh Long,District #36,West
93654,Rach Gia,District #36,West
93656,Tra Vinh,District #36,West
93657,Ca Mau,District #36,West
93660,Bien Hoa,District #36,West
93661,Da Lat,District #36,West
93662,Long Xuyen,District #36,West
93664,Ca Mau,District #36,West
93665,Rach Gia,District #36,West
93666,Tra Vinh,District #36,West
93667,Long Xuyen,District #36,West
93668,Bac Lieu,District #36,West
93669,Bien Hoa,District #36,West
93670,Ben Tre,District #36,West
93673,Soc Trang,District #36,West
93675,Can Tho,District #36,West
93701,Rach Gia,District #36,West
93702,Vung Tau,District #36,West
93703,Vinh Long,District #36,West
93704,Rach Gia,District #36,West
93705,Tra Vinh,District #36,West
93706,Ca Mau,District #36,West
93707,Bac Lieu,District #36,West
93708,Buon Ma Thuot,District #36,West
93709,Ho Chi Minh City,District #36,West
93710,Ben Tre,District #36,West
93711,Ca Mau,District #36,West
93712,Can Tho,District #36,West
93714,Pleiku,District #36,West
93715,Vinh Long,District #36,West
93716,Ho Chi Minh City,District #36,West
93717,Ho Chi Minh City,District #36,West
93718,Bien Hoa,District #36,West
93720,Vinh Long,District #36,West
93721,Bac Lieu,District #36,West
93722,Soc Trang,District #36,West
93723,Bac Lieu,District #36,West
93724,Soc Trang,District #36,West
93725,Ben Tre,District #36,West
93726,Ho Chi Minh City,District #36,West
93727,Ho Chi Minh City,District #36,West
93728,Da Lat,District #36,West
93729,Da Lat,District #36,West
93730,Vung Tau,District #36,West
93737,Vung Tau,District #36,West
93740,Tra Vinh,District #36,West
93741,Vinh Long,District #36,West
93744,Ca Mau,District #36,West
93745,Bac Lieu,District #36,West
93747,Ho Chi Minh City,District #36,West
93750,Tra Vinh,District #36,West
93755,Buon Ma Thuot,District #36,West
93760,Ca Mau,District #36,West
93761,Buon Ma Thuot,District #36,West
93764,Da Lat,District #36,West
93765,Rach Gia,District #36,West
93771,Ca Mau,District #36,West
93772,Ca Mau,District #36,West
93773,Bac Lieu,District #36,West
93774,My Tho,District #36,West
93775,Tra Vinh,District #36,West
93776,Bien Hoa,District #36,West
93777,Tra Vinh,District #36,West
93778,Bien Hoa,District #36,West
93779,Soc Trang,District #36,West
93786,Long Xuyen,District #36,West
93790,Soc Trang,District #36,West
93791,Da Lat,District #36,West
93792,Soc Trang,District #36,West
93793,Rach Gia,District #36,West
93794,Vung Tau,District #36,West
93844,Pleiku,District #36,West
93888,Da Lat,District #36,West
93901,Rach Gia,District #36,West
93902,Bien Hoa,District #36,West
93905,Rach Gia,District #36,West
93906,Rach Gia,District #36,West
93907,My Tho,District #36,West
93908,Ca Mau,District #36,West
93912,Ca Mau,District #36,West
93915,Ho Chi Minh City,District #36,West
93920,Bac Lieu,District #36,West
93921,Vinh Long,District #36,West
93922,Vung Tau,District #36,West
93923,Ben Tre,District #36,West
93924,Ca Mau,District #36,West
93925,Rach Gia,District #36,West
93926,Ho Chi Minh City,District #36,West
93927,Rach Gia,District #36,West
93930,Pleiku,District #36,West
93933,Pleiku,District #36,West
93940,Ho Chi Minh City,District #36,West
93942,Ca Mau,District #36,West
93943,Ben Tre,District #36,West
93944,Rach Gia,District #36,West
93950,Da Lat,District #36,West
93953,Vinh Long,District #36,West
93954,Ho Chi Minh City,District #36,West
93955,Rach Gia,District #36,West
93960,Soc Trang,District #36,West
93962,Bien Hoa,District #36,West
94002,Pleiku,District #36,West
94005,Rach Gia,District #36,West
94010,Soc Trang,District #36,West
94011,Vinh Long,District #36,West
94014,Ca Mau,District #36,West
94015,My Tho,District #36,West
94016,Da Lat,District #36,West
94017,Long Xuyen,District #36,West
94018,Rach Gia,District #36,West
94019,Vinh Long,District #36,West
94020,Ben Tre,District #36,West
94021,Rach Gia,District #36,West
94022,Rach Gia,District #36,West
94023,Ho Chi Minh City,District #36,West
94024,Ben Tre,District #36,West
94025,Bac Lieu,District #36,West
94026,Ca Mau,District #36,West
94027,Da Lat,District #36,West
94028,Bac Lieu,District #36,West
94030,Ho Chi Minh City,District #36,West
94035,Bien Hoa,District #36,West
94037,Buon Ma Thuot,District #36,West
94038,Da Lat,District #36,West
94039,Vinh Long,District #36,West
94040,Soc Trang,District #36,West
94041,My Tho,District #36,West
94042,My Tho,District #36,West
94043,Da Lat,District #36,West
94044,Bac Lieu,District #36,West
94060,Bien Hoa,District #36,West
94061,Tra Vinh,District #36,West
94062,Pleiku,District #36,West
